Methane_ppm,CO2_ppm,NH3_ppm,H2S_ppm,Temperature_C,Humidity_percent,Garbage_Present,Risk_Level
47.37,310.36,20.48,2.86,26.95,54.05,No,Medium
47.88,355.13,3.72,10.51,40.79,75.61,No,Medium
1.45,423.43,27.64,0.0,24.71,48.94,Yes,Medium
34.42,459.9,29.32,6.66,37.0,40.53,Yes,Medium
56.9,485.33,7.77,0.0,31.1,72.18,Yes,Medium
39.02,350.58,16.94,1.32,34.03,53.91,No,Low
11.9,428.38,21.42,3.61,33.73,55.25,No,Medium
38.95,496.25,9.54,13.48,18.91,50.6,No,Low
74.08,516.56,19.82,11.44,29.94,52.91,Yes,High
64.94,394.12,16.63,5.23,28.69,81.05,Yes,Medium
38.76,377.91,0.32,11.65,24.34,84.94,No,Low
59.03,419.11,19.59,12.44,32.3,86.92,Yes,Medium
32.67,285.03,4.0,7.2,38.58,76.35,No,Low
5.92,380.64,24.39,1.08,16.63,66.99,No,Medium
21.51,474.46,8.29,6.96,27.33,38.52,No,Low
71.26,464.19,13.39,7.51,23.77,57.19,Yes,High
34.52,372.97,28.72,1.84,30.36,92.35,Yes,Medium
35.13,421.77,19.96,9.84,28.37,53.47,No,Low
34.0,317.53,4.21,9.4,26.97,82.71,No,Low
78.08,470.35,4.85,10.23,33.45,60.83,Yes,High
72.52,392.22,9.01,9.39,38.18,20.0,Yes,High
84.38,372.4,18.95,11.65,43.31,69.61,Yes,High
36.82,363.83,18.58,7.1,26.3,78.99,No,Low
45.91,393.71,6.57,9.01,20.9,59.27,No,Medium
9.67,355.21,3.33,6.01,32.8,78.5,No,Low
69.54,465.81,17.82,5.08,38.05,34.98,Yes,Medium
16.64,360.47,13.18,14.69,34.07,39.22,No,Low
44.34,559.3,36.57,0.0,38.03,63.07,Yes,High
18.05,546.52,15.37,12.38,28.87,67.16,No,Low
28.22,310.85,33.14,4.9,26.95,80.35,Yes,Medium
23.25,406.97,3.3,4.25,30.58,69.58,No,Low
27.84,334.93,0.0,9.31,28.35,42.1,No,Low
29.22,367.34,3.8,0.55,33.32,63.2,No,Low
29.03,600.24,26.89,3.92,34.85,69.01,Yes,Medium
56.67,369.24,32.56,3.75,35.24,31.89,Yes,Medium
17.9,436.02,7.18,6.89,32.55,59.35,No,Low
44.41,454.13,10.39,3.98,31.23,54.97,No,Medium
64.36,299.94,3.31,16.01,33.97,50.18,Yes,High
29.74,314.49,0.0,16.99,20.19,67.48,No,High
25.64,279.4,22.18,0.0,31.05,42.75,No,Medium
35.39,311.4,17.23,10.72,30.26,66.25,No,Low
63.59,250.0,15.1,12.29,31.07,68.39,Yes,Medium
43.88,454.46,1.0,10.71,29.56,76.26,No,Medium
29.38,605.42,31.4,4.71,32.16,43.15,Yes,Medium
49.68,414.78,9.97,6.78,27.13,37.42,No,Medium
17.95,258.37,20.34,4.26,35.65,64.18,No,Medium
53.63,335.72,0.45,5.9,32.37,55.71,Yes,Medium
48.17,354.11,13.09,1.95,30.75,100.0,No,Medium
33.84,298.24,17.91,7.43,26.51,66.88,No,Low
23.23,486.02,18.27,0.49,34.08,60.87,No,Low
22.27,481.03,16.55,7.0,31.03,57.41,No,Low
50.7,284.45,19.95,1.76,26.22,41.73,Yes,Medium
64.58,472.51,3.69,9.03,29.72,68.46,Yes,Medium
27.25,552.68,16.97,4.6,33.15,58.81,No,Low
49.17,590.26,16.14,9.45,32.76,58.83,No,Medium
0.0,686.52,17.32,13.41,32.44,61.42,No,Low
28.31,309.8,15.72,15.95,30.46,63.32,No,High
39.38,682.42,2.27,0.0,35.13,33.91,No,Low
21.81,364.58,1.82,3.83,36.19,72.56,No,Low
21.27,340.75,0.0,6.48,33.69,47.3,No,Low
26.64,432.71,23.18,10.3,27.06,57.93,No,Medium
45.84,341.79,23.28,0.0,24.71,79.29,No,Medium
36.25,439.9,23.44,3.09,27.28,86.69,No,Medium
0.0,267.99,18.07,8.65,39.77,34.49,No,Low
0.0,376.12,0.0,8.42,31.41,60.45,No,Low
27.86,528.56,4.73,9.89,40.63,64.09,No,Low
49.15,394.29,16.7,10.22,29.4,37.39,No,Medium
0.0,414.16,16.36,9.69,28.71,72.04,No,Low
30.01,447.53,12.77,8.97,29.63,61.74,No,Low
29.48,517.07,18.69,8.28,29.54,62.91,No,Low
67.77,250.0,15.12,11.32,26.13,46.24,Yes,Medium
32.3,458.45,16.21,0.0,24.26,66.19,No,Low
47.66,373.19,8.61,15.72,32.51,72.57,No,High
42.83,416.66,24.82,0.0,35.27,61.91,No,Medium
0.0,506.0,10.69,2.6,42.22,52.29,No,Low
55.36,280.58,1.69,6.87,27.83,53.46,Yes,Medium
44.31,298.74,7.29,11.36,28.24,63.31,No,Medium
50.17,250.0,11.52,0.0,26.14,60.73,Yes,Medium
118.52,345.08,24.94,7.86,35.63,73.57,Yes,High
0.0,533.04,14.58,11.96,34.07,52.8,No,Low
74.49,387.94,13.14,12.97,25.62,41.72,Yes,High
34.25,265.99,2.51,4.51,25.49,65.39,No,Low
45.75,351.43,22.85,6.5,34.76,52.84,No,Medium
39.09,251.21,8.48,4.92,31.92,71.76,No,Low
31.52,287.48,14.0,6.04,33.79,60.11,No,Low
28.6,438.88,29.8,2.84,25.59,69.82,Yes,Medium
46.59,282.61,20.09,3.55,20.61,44.79,No,Medium
9.66,511.26,0.0,10.17,25.63,62.15,No,Low
55.01,392.89,0.0,8.66,33.44,49.51,Yes,Medium
31.68,408.56,14.36,10.46,40.56,41.69,No,Low
17.4,372.16,2.87,9.07,27.85,47.08,No,Low
31.0,477.28,21.49,11.52,41.38,51.83,No,Medium
65.14,478.32,15.42,12.39,34.15,78.67,Yes,Medium
29.29,433.51,16.65,0.0,23.03,51.44,No,Low
47.17,456.48,7.93,3.73,31.07,40.93,No,Medium
25.38,378.79,32.41,6.84,34.32,61.97,Yes,Medium
55.16,454.22,43.43,7.89,17.87,60.44,Yes,High
53.71,366.21,12.21,4.65,33.22,52.62,Yes,Medium
76.97,400.22,18.53,12.56,35.86,57.58,Yes,High
36.49,372.54,15.97,17.9,31.99,74.64,No,High
53.37,354.28,12.4,8.93,29.69,70.06,Yes,Medium
41.96,331.09,6.68,8.42,29.14,68.76,No,Medium
65.92,446.77,4.15,12.25,28.84,42.24,Yes,Medium
25.62,531.06,3.64,0.0,24.12,100.0,No,Low
54.9,517.11,19.05,8.14,26.56,75.77,Yes,Medium
36.11,274.34,9.8,12.9,27.92,67.76,No,Low
38.72,528.92,0.0,4.78,30.57,42.54,No,Low
41.84,368.18,19.45,1.87,27.22,74.22,No,Medium
45.04,460.07,14.62,7.07,25.65,52.48,No,Medium
37.68,309.38,28.47,7.7,33.8,57.09,Yes,Medium
44.29,414.2,18.73,3.46,31.85,34.79,No,Medium
71.56,431.37,0.21,18.48,27.3,41.38,Yes,High
59.71,251.54,0.0,5.61,32.53,66.58,Yes,Medium
57.38,460.83,7.81,2.23,27.73,75.09,Yes,Medium
30.89,534.59,8.75,7.53,30.32,70.27,No,Low
22.22,382.54,24.43,12.54,34.88,69.76,No,Medium
59.11,536.02,14.91,8.09,26.98,59.03,Yes,Medium
57.52,381.03,26.34,10.43,24.14,53.9,Yes,Medium
69.45,484.96,1.75,3.64,29.27,64.33,Yes,Medium
27.92,250.0,24.65,15.44,23.18,72.32,No,High
35.41,641.88,22.21,10.81,28.61,60.07,No,Medium
7.21,549.55,0.0,13.24,28.6,78.15,No,Low
32.15,371.54,28.23,9.83,17.68,56.77,Yes,Medium
59.93,250.0,15.93,12.12,32.65,45.3,Yes,Medium
30.67,428.8,18.92,3.63,29.09,59.84,No,Low
52.81,255.61,6.35,5.54,35.91,61.59,Yes,Medium
36.19,444.49,27.75,14.73,31.08,58.77,Yes,Medium
46.48,441.16,3.14,15.8,33.68,79.21,No,High
17.05,305.86,23.32,2.26,35.95,72.08,No,Medium
41.7,512.1,23.21,9.25,29.34,38.54,No,Medium
0.0,480.56,5.26,5.85,30.0,83.02,No,Low
36.26,497.58,34.83,4.51,22.13,20.0,Yes,Medium
7.39,400.89,17.32,9.42,36.2,92.27,No,Low
64.12,258.45,21.54,13.7,29.27,55.69,Yes,Medium
55.55,497.79,0.0,10.26,24.97,57.16,Yes,Medium
49.33,372.96,36.18,6.4,33.7,59.1,Yes,High
70.42,261.02,2.75,10.57,19.1,65.78,Yes,High
21.02,535.2,25.25,6.2,27.85,60.0,Yes,Medium
74.95,609.94,5.05,10.06,34.54,58.0,Yes,High
58.64,395.88,8.81,14.98,27.81,79.63,Yes,Medium
35.27,615.91,22.89,0.0,26.41,68.48,No,Medium
62.71,409.13,25.28,11.99,27.92,45.62,Yes,Medium
17.87,361.95,2.29,0.3,19.95,71.11,No,Low
23.51,336.95,25.9,14.14,33.58,67.86,Yes,Medium
27.83,563.71,25.45,4.81,29.39,51.82,Yes,Medium
29.42,321.99,5.62,1.91,28.64,71.88,No,Low
18.87,473.53,30.99,11.48,28.66,57.64,Yes,Medium
64.46,344.08,0.43,9.82,30.07,56.67,Yes,Medium
34.82,353.97,8.75,3.0,33.27,56.27,No,Low
47.05,503.02,19.79,1.74,29.74,23.58,No,Medium
28.59,362.0,6.46,7.06,23.19,52.1,No,Low
3.59,359.52,17.64,1.98,32.88,70.7,No,Low
45.4,513.28,17.41,2.69,32.49,59.66,No,Medium
1.75,559.74,13.13,8.58,31.03,40.72,No,Low
38.63,464.47,23.32,3.17,35.38,74.47,No,Medium
12.63,334.52,12.72,10.13,30.15,55.52,No,Low
79.75,348.94,17.32,15.45,35.56,41.68,Yes,High
58.23,407.99,26.46,7.26,37.04,93.09,Yes,Medium
42.12,432.09,22.91,8.65,32.91,44.2,No,Medium
65.27,301.21,22.86,18.09,26.26,73.19,Yes,High
23.07,472.3,3.51,2.06,29.35,48.46,No,Low
50.87,408.55,20.25,13.96,36.19,62.04,Yes,Medium
44.0,250.0,6.22,13.35,22.51,46.47,No,Medium
45.28,307.11,2.19,12.27,28.04,41.41,No,Medium
65.45,349.59,14.28,14.46,28.29,67.83,Yes,Medium
54.65,392.71,5.96,9.4,25.67,66.08,Yes,Medium
45.77,588.93,22.91,5.09,34.36,77.17,No,Medium
6.9,423.82,23.15,13.47,31.88,59.48,No,Medium
20.8,315.92,0.0,13.66,26.44,93.31,No,Low
37.55,422.06,6.72,13.53,33.03,64.03,No,Low
41.87,364.79,0.4,8.22,29.21,68.5,No,Medium
17.4,432.48,10.37,4.42,25.55,39.62,No,Low
88.23,458.06,19.55,8.96,26.44,50.79,Yes,High
70.33,520.92,12.58,12.71,32.18,67.8,Yes,High
52.04,397.57,9.1,13.12,34.7,58.74,Yes,Medium
41.44,563.9,28.0,5.85,27.57,62.82,Yes,Medium
35.76,490.8,0.0,9.58,32.72,47.75,No,Low
20.96,329.26,27.37,1.46,37.91,61.83,Yes,Medium
41.55,620.99,9.56,12.92,23.71,61.78,No,Medium
45.16,432.7,14.22,4.08,31.78,42.29,No,Medium
15.16,316.49,9.73,11.93,34.15,69.64,No,Low
46.68,565.29,30.43,2.25,29.52,34.5,Yes,Medium
36.89,607.78,2.69,13.16,36.19,62.76,No,Low
1.84,396.7,15.12,9.61,40.99,86.48,No,Low
22.79,349.63,20.27,4.09,31.72,70.21,No,Medium
31.73,382.76,0.0,11.46,28.83,70.11,No,Low
77.75,471.47,5.8,5.05,34.88,46.54,Yes,High
51.13,527.79,13.52,11.75,34.21,86.54,Yes,Medium
13.29,457.05,6.13,6.63,17.41,80.65,No,Low
49.72,410.17,6.84,0.0,29.99,47.35,No,Medium
9.05,549.8,11.5,3.09,28.03,52.88,No,Low
61.65,368.72,21.5,5.85,31.98,78.82,Yes,Medium
30.58,503.09,11.57,14.84,29.03,86.94,No,Low
38.13,371.19,25.78,12.51,29.57,41.03,Yes,Medium
66.52,443.1,5.02,16.12,25.68,44.94,Yes,High
14.26,388.64,2.48,16.27,33.67,57.84,No,High
12.06,394.41,34.26,5.33,38.28,27.43,Yes,Medium
28.33,362.26,8.42,7.06,25.76,60.29,No,Low
60.77,534.49,1.89,5.94,23.01,77.79,Yes,Medium
9.61,326.71,0.0,4.64,30.1,38.42,No,Low
0.0,325.98,25.75,0.0,29.86,61.91,Yes,Medium
30.98,612.1,11.59,7.93,35.85,51.27,No,Low
51.03,497.78,12.46,1.57,23.85,84.6,Yes,Medium
64.01,250.0,13.41,7.83,27.31,51.45,Yes,Medium
30.74,343.47,25.13,18.58,19.26,82.78,Yes,High
31.77,250.0,13.2,5.45,36.87,51.04,No,Low
63.08,304.93,38.44,8.97,31.25,71.57,Yes,High
2.61,250.0,16.34,12.53,27.68,63.78,No,Low
32.23,386.3,25.62,9.4,23.39,57.93,Yes,Medium
43.81,285.81,23.05,9.46,23.85,48.14,No,Medium
48.98,405.99,14.64,6.19,32.07,64.85,No,Medium
29.8,250.0,9.13,6.84,24.46,53.39,No,Low
40.69,408.29,18.32,3.2,30.52,49.65,No,Medium
0.0,358.51,20.1,12.23,40.21,82.09,No,Medium
26.84,550.2,9.27,0.0,28.26,68.21,No,Low
49.07,541.14,16.66,12.86,25.19,69.65,No,Medium
20.35,478.53,27.36,0.98,31.91,54.13,Yes,Medium
41.18,367.34,35.7,12.81,23.87,57.21,Yes,High
48.94,598.54,23.54,6.23,38.6,56.27,No,Medium
33.15,250.0,33.63,1.84,37.02,65.06,Yes,Medium
43.41,259.64,8.71,10.9,29.18,69.63,No,Medium
20.75,391.62,22.02,12.64,25.51,59.55,No,Medium
35.87,625.4,28.39,5.81,27.87,48.11,Yes,Medium
52.2,379.77,6.04,11.6,28.52,71.41,Yes,Medium
43.14,381.68,10.14,0.0,31.92,60.5,No,Medium
28.27,255.81,32.38,1.4,35.2,38.39,Yes,Medium
44.48,494.59,5.25,14.46,24.82,27.97,No,Medium
54.29,495.32,1.59,6.88,35.05,64.47,Yes,Medium
0.0,478.91,30.28,0.0,33.09,47.56,Yes,Medium
63.18,337.08,26.97,4.51,27.46,66.47,Yes,Medium
33.27,329.33,19.32,3.38,24.57,48.37,No,Low
48.51,270.69,14.54,7.17,30.58,62.0,No,Medium
63.94,408.39,10.61,6.15,24.7,54.32,Yes,Medium
12.57,291.96,17.82,8.89,35.12,86.28,No,Low
25.81,282.26,30.8,7.65,24.38,74.25,Yes,Medium
34.23,357.63,17.39,14.8,32.74,80.21,No,Low
24.32,351.08,36.67,10.12,29.6,60.36,Yes,High
74.7,346.2,6.02,10.29,27.2,72.34,Yes,High
22.86,446.64,14.8,13.83,29.49,61.37,No,Low
28.89,407.9,11.27,6.06,35.4,82.04,No,Low
44.09,371.18,4.15,1.69,24.04,58.91,No,Medium
15.96,418.3,13.47,14.03,27.94,39.04,No,Low
32.09,300.85,19.17,8.68,26.24,30.02,No,Low
46.35,410.53,20.24,8.7,29.81,85.02,No,Medium
33.34,415.06,36.7,4.83,26.58,67.18,Yes,High
38.13,250.0,19.64,4.92,21.16,68.16,No,Low
29.41,499.57,26.5,12.23,24.72,82.34,Yes,Medium
9.71,311.86,15.66,12.92,38.19,35.22,No,Low
46.43,409.03,31.78,11.92,31.23,54.62,Yes,Medium
75.1,516.44,38.98,11.96,31.06,56.46,Yes,High
40.37,492.57,20.31,10.85,28.59,71.13,No,Medium
44.51,403.43,5.07,8.66,29.74,49.61,No,Medium
53.85,363.75,9.51,7.12,27.85,41.98,Yes,Medium
14.61,494.75,17.82,14.05,32.63,41.84,No,Low
74.05,467.47,19.56,6.13,30.5,77.24,Yes,High
44.05,338.16,21.98,9.85,24.14,48.86,No,Medium
72.64,320.51,19.6,3.98,31.27,51.72,Yes,High
25.34,250.0,15.07,4.7,17.71,69.52,No,Low
76.36,415.4,8.64,6.82,32.07,49.52,Yes,High
55.5,391.73,19.01,3.98,22.95,34.43,Yes,Medium
51.06,513.62,33.55,11.99,29.52,36.27,Yes,Medium
44.68,435.91,25.2,1.26,24.03,59.15,Yes,Medium
35.03,533.42,20.35,8.5,30.01,67.46,No,Medium
64.01,330.26,25.3,8.66,32.89,56.97,Yes,Medium
42.81,513.82,11.29,0.0,37.51,66.46,No,Medium
0.66,347.11,9.92,5.79,22.29,35.81,No,Low
17.66,477.76,7.52,9.28,34.88,36.82,No,Low
36.28,254.12,13.75,10.14,30.66,93.81,No,Low
46.2,423.51,10.78,6.98,27.75,78.49,No,Medium
38.87,250.0,27.08,11.38,33.8,71.53,Yes,Medium
64.38,373.29,10.25,7.45,28.82,50.1,Yes,Medium
0.98,444.04,6.97,8.07,33.59,56.43,No,Low
42.87,347.9,34.43,9.26,25.04,59.97,Yes,Medium
3.64,294.96,10.49,12.63,26.84,79.72,No,Low
55.19,484.61,16.54,4.62,34.72,66.04,Yes,Medium
38.11,389.65,19.51,5.57,37.43,67.89,No,Low
48.39,351.04,3.63,4.66,29.82,57.49,No,Medium
22.72,404.19,27.35,6.34,16.06,71.89,Yes,Medium
65.59,663.67,21.37,15.13,29.0,64.53,Yes,High
60.83,515.35,30.58,10.86,30.16,60.66,Yes,Medium
51.67,516.26,8.21,2.34,28.84,48.85,Yes,Medium
37.41,443.55,15.99,5.0,31.68,58.3,No,Low
51.6,416.65,15.39,9.86,27.62,43.81,Yes,Medium
25.86,250.0,17.64,3.47,34.19,59.4,No,Low
57.11,332.1,0.45,4.37,24.17,61.33,Yes,Medium
72.99,351.94,16.11,14.72,36.18,23.93,Yes,High
61.41,250.0,0.74,4.93,37.75,56.54,Yes,Medium
25.41,284.26,18.58,12.77,25.43,42.36,No,Low
47.23,250.0,0.0,14.28,25.43,67.48,No,Medium
14.14,396.17,0.0,4.33,32.05,69.56,No,Low
51.45,481.88,23.19,3.55,24.06,53.6,Yes,Medium
49.01,510.68,9.53,6.62,27.54,68.24,No,Medium
2.6,441.48,5.12,2.56,35.51,68.87,No,Low
16.76,303.66,27.71,8.61,33.69,56.55,Yes,Medium
34.34,250.0,18.28,6.97,39.9,83.01,No,Low
33.98,250.0,23.72,9.8,30.85,49.12,No,Medium
15.81,273.1,13.34,14.98,26.95,82.07,No,Low
47.78,311.11,41.8,12.09,30.26,56.62,Yes,High
45.03,384.03,8.95,10.45,29.25,47.35,No,Medium
36.11,298.58,32.44,0.0,29.32,54.73,Yes,Medium
24.88,433.9,14.39,10.22,29.88,43.51,No,Low
60.97,376.77,0.0,16.61,25.34,71.77,Yes,High
73.11,401.05,19.83,0.0,31.41,35.96,Yes,High
30.33,514.03,18.15,11.45,22.96,80.84,No,Low
27.76,281.98,4.49,7.2,26.42,45.96,No,Low
49.82,441.87,5.78,3.75,29.41,72.55,No,Medium
32.84,398.6,14.75,12.01,18.7,60.36,No,Low
37.21,366.65,18.5,16.55,33.84,64.06,No,High
54.79,488.53,0.0,11.88,19.73,51.15,Yes,Medium
1.81,487.9,25.53,6.14,33.35,65.29,Yes,Medium
66.37,305.35,10.06,3.28,23.54,62.02,Yes,Medium
41.45,381.78,1.68,8.72,27.98,38.13,No,Medium
31.77,428.12,24.41,12.37,32.6,45.56,No,Medium
38.22,372.7,14.76,6.06,40.99,51.89,No,Low
39.25,458.5,27.16,6.55,30.58,48.68,Yes,Medium
5.38,428.12,19.38,22.11,20.09,78.79,No,High
69.9,583.26,14.98,13.39,34.77,60.11,Yes,Medium
40.83,250.0,13.47,13.75,28.84,48.32,No,Medium
48.86,387.76,19.83,0.7,30.35,52.64,No,Medium
59.03,309.15,10.86,4.46,32.79,52.43,Yes,Medium
19.58,460.41,6.47,8.37,18.87,55.68,No,Low
49.47,250.0,21.1,2.99,30.03,43.87,No,Medium
34.65,434.63,13.56,16.0,27.95,47.79,No,High
56.94,337.0,15.34,15.05,36.11,71.5,Yes,High
0.0,326.58,25.89,5.33,33.64,62.78,Yes,Medium
38.02,255.35,13.86,16.92,21.86,57.71,No,High
27.94,353.49,15.15,7.98,36.31,60.04,No,Low
48.65,508.45,9.0,20.95,32.25,59.32,No,High
49.4,397.48,19.31,8.72,22.26,56.86,No,Medium
25.85,462.77,18.5,10.88,30.28,67.76,No,Low
25.76,566.46,24.01,15.0,35.17,66.65,No,Medium
37.79,426.38,9.21,14.39,23.93,36.42,No,Low
22.07,344.12,10.42,10.55,36.89,58.03,No,Low
56.84,446.73,22.92,7.29,22.44,37.41,Yes,Medium
32.62,345.57,17.52,10.57,26.04,69.53,No,Low
0.0,349.56,5.94,3.92,25.29,71.51,No,Low
32.5,250.0,28.07,8.76,36.88,50.84,Yes,Medium
19.23,492.63,0.0,2.45,27.54,58.25,No,Low
7.37,361.4,22.84,0.0,24.19,28.33,No,Medium
15.25,418.21,2.35,8.25,32.23,74.59,No,Low
42.19,296.4,33.86,14.31,33.31,70.65,Yes,Medium
66.57,443.59,0.0,12.63,33.34,77.25,Yes,Medium
46.26,323.81,26.52,7.59,28.64,82.3,Yes,Medium
27.87,385.83,14.18,16.73,31.27,41.64,No,High
49.12,487.78,11.33,5.15,26.75,73.32,No,Medium
30.82,479.08,16.85,0.0,38.37,82.19,No,Low
26.11,397.8,21.32,0.0,35.72,37.58,No,Medium
16.91,250.0,5.96,2.09,35.41,57.43,No,Low
4.96,699.28,6.84,12.08,33.97,54.55,No,Low
32.2,574.59,21.5,4.83,32.6,72.83,No,Medium
43.16,472.27,0.0,10.3,23.78,24.09,No,Medium
38.07,324.68,9.16,16.23,33.17,87.24,No,High
31.68,388.64,45.41,2.5,30.57,58.31,Yes,High
21.09,345.66,5.32,10.39,36.32,73.74,No,Low
52.16,526.39,26.48,10.69,34.04,59.1,Yes,Medium
13.66,426.25,9.14,3.7,32.75,67.38,No,Low
55.52,321.58,20.09,14.77,21.58,25.18,Yes,Medium
19.96,352.92,21.54,6.56,29.55,54.23,No,Medium
24.95,512.12,26.29,6.08,27.21,72.72,Yes,Medium
10.66,560.01,13.0,18.56,31.26,64.33,No,High
29.97,552.83,34.89,10.61,27.92,35.45,Yes,Medium
59.51,475.7,9.11,12.63,28.62,60.92,Yes,Medium
50.31,374.74,17.34,14.77,32.3,47.72,Yes,Medium
59.57,250.0,17.45,4.75,27.84,46.42,Yes,Medium
50.44,429.72,3.78,14.25,30.61,37.19,Yes,Medium
17.93,399.82,12.14,5.49,22.4,69.28,No,Low
33.38,414.0,16.62,5.28,25.84,76.7,No,Low
24.4,405.39,10.68,6.64,33.28,91.8,No,Low
66.61,267.37,39.41,4.89,23.85,37.89,Yes,High
16.06,455.74,6.61,12.11,36.23,71.51,No,Low
57.87,463.22,26.79,9.34,34.87,72.5,Yes,Medium
57.86,468.23,23.56,5.54,28.66,51.29,Yes,Medium
76.59,494.66,14.86,11.37,44.99,46.24,Yes,High
31.81,460.41,6.35,6.62,36.22,43.71,No,Low
54.25,359.0,7.32,6.36,25.25,52.09,Yes,Medium
85.63,392.92,9.82,8.24,33.73,63.04,Yes,High
27.65,409.11,0.0,10.32,30.33,80.4,No,Low
9.3,410.77,4.97,9.95,26.12,76.58,No,Low
2.4,499.82,0.18,6.18,24.65,35.77,No,Low
54.25,464.37,28.46,12.24,34.97,48.17,Yes,Medium
2.34,607.73,21.18,6.89,27.01,79.49,No,Medium
32.55,620.65,22.86,4.73,29.49,49.03,No,Medium
48.75,407.96,20.89,0.66,25.39,59.15,No,Medium
43.7,250.0,16.67,12.92,26.26,34.42,No,Medium
48.51,523.68,29.61,8.06,29.37,77.3,Yes,Medium
44.45,345.96,8.89,9.05,31.94,31.31,No,Medium
65.58,319.85,16.07,13.23,17.06,35.36,Yes,Medium
20.95,360.16,22.47,5.61,30.08,75.76,No,Medium
26.46,355.34,1.79,1.13,26.27,88.8,No,Low
24.55,461.23,45.97,8.35,37.01,55.64,Yes,High
56.6,250.0,15.29,9.54,44.71,59.3,Yes,Medium
58.01,292.23,16.42,6.69,28.2,73.62,Yes,Medium
49.02,434.32,27.57,15.37,21.39,64.34,Yes,High
63.67,462.29,24.15,0.0,30.58,54.4,Yes,Medium
16.44,464.15,15.38,13.6,28.97,52.72,No,Low
73.34,321.3,16.3,11.96,39.86,36.5,Yes,High
70.46,302.17,0.0,10.28,38.33,63.49,Yes,High
54.71,349.34,9.44,0.0,34.33,58.62,Yes,Medium
75.64,423.99,20.17,14.42,27.07,53.43,Yes,High
6.87,548.55,19.44,2.87,33.39,44.97,No,Low
29.51,250.0,27.21,5.46,31.33,46.49,Yes,Medium
25.29,377.93,13.79,7.15,31.21,69.28,No,Low
54.43,266.73,1.13,10.04,22.21,73.22,Yes,Medium
19.0,250.0,25.57,11.2,35.31,55.09,Yes,Medium
55.15,496.7,29.36,12.46,30.54,53.51,Yes,Medium
67.41,454.46,23.98,12.08,29.5,47.2,Yes,Medium
53.9,444.94,13.36,9.26,27.0,74.05,Yes,Medium
45.68,492.1,25.44,10.08,26.03,60.46,Yes,Medium
20.24,352.03,49.29,2.55,31.59,65.52,Yes,High
23.06,356.74,16.15,4.24,21.25,65.38,No,Low
64.99,618.57,1.88,12.48,33.95,55.38,Yes,Medium
55.59,375.34,9.14,12.19,24.73,42.52,Yes,Medium
39.22,473.51,21.25,11.62,19.71,45.06,No,Medium
31.64,400.64,0.0,5.43,39.11,76.92,No,Low
0.0,250.0,16.69,12.55,25.71,49.11,No,Low
18.58,250.0,18.8,2.19,26.39,53.84,No,Low
78.23,342.1,30.35,13.39,35.67,42.98,Yes,High
14.39,505.61,28.1,6.7,39.27,41.76,Yes,Medium
43.79,478.83,23.65,16.42,22.33,48.46,No,High
60.15,491.41,0.0,0.39,25.22,85.33,Yes,Medium
14.9,301.3,24.21,16.82,25.59,69.87,No,High
43.69,561.59,22.06,6.19,34.67,52.1,No,Medium
58.76,303.51,17.56,6.1,38.2,76.24,Yes,Medium
40.25,421.28,0.0,8.97,24.6,57.72,No,Medium
97.37,398.96,7.23,4.51,37.07,80.32,Yes,High
6.63,382.61,3.33,7.64,26.45,93.18,No,Low
61.17,533.86,0.0,4.31,31.68,75.42,Yes,Medium
36.54,329.49,14.97,4.49,23.64,61.42,No,Low
55.44,265.04,7.02,10.43,29.39,70.49,Yes,Medium
48.83,402.0,41.25,3.49,29.44,60.23,Yes,High
25.34,360.02,13.31,4.16,28.42,32.46,No,Low
44.58,737.74,27.94,1.14,31.92,50.18,Yes,Medium
2.84,467.65,0.0,5.48,24.96,45.73,No,Low
52.06,359.07,9.7,14.56,25.58,49.85,Yes,Medium
45.96,294.39,15.97,3.77,32.19,86.91,No,Medium
52.77,250.0,5.92,4.34,36.71,76.83,Yes,Medium
61.16,297.48,10.78,8.97,29.89,66.61,Yes,Medium
47.35,411.49,12.82,6.15,32.52,72.19,No,Medium
42.96,542.73,12.66,19.14,33.79,31.62,No,High
22.38,512.17,33.55,7.19,34.15,70.92,Yes,Medium
25.76,422.91,18.78,9.68,25.23,74.09,No,Low
63.73,367.68,19.8,12.72,26.11,26.4,Yes,Medium
68.73,426.88,20.4,12.62,26.55,71.48,Yes,Medium
35.24,348.14,21.13,9.17,39.64,38.64,No,Medium
40.92,571.84,14.17,7.19,32.54,30.45,No,Medium
21.91,381.08,11.79,18.12,32.32,79.89,No,High
63.46,391.37,16.67,7.5,31.83,44.89,Yes,Medium
53.31,250.0,26.57,5.79,23.4,49.26,Yes,Medium
78.82,380.46,26.26,4.77,39.69,74.84,Yes,High
22.43,483.65,12.6,0.0,32.4,55.42,No,Low
32.44,293.23,22.68,12.11,33.62,57.3,No,Medium
44.63,324.93,13.05,0.0,21.17,56.97,No,Medium
52.93,479.27,15.34,7.97,33.9,65.21,Yes,Medium
35.69,252.33,10.26,6.98,28.22,56.6,No,Low
22.54,505.78,13.18,19.2,23.39,61.71,No,High
57.63,346.79,28.41,0.0,25.23,52.45,Yes,Medium
54.42,361.14,15.92,3.49,23.68,65.28,Yes,Medium
21.67,287.61,16.35,7.32,23.59,64.71,No,Low
67.11,437.8,0.53,7.01,30.3,88.47,Yes,Medium
63.4,645.99,11.91,5.25,28.07,54.28,Yes,Medium
